id,marca,modelo,años,aceite_litros,aceite_spec,torque_filtro,cambio_aceite_km,llantas_psi,variantes,mantenimiento,fallas,created_at,marca_norm,modelo_norm
yamaha-mt09-2021,Yamaha,MT-09,2021-2026,3.10 L (con filtro) — 2.85 L sin filtro,SAE 10W-40 JASO MA2,17 N·m — tapón vaciado: 43 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '40.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}]","[{'causa': 'Holgura fuera de especificación', 'falla': 'Ruido de válvulas (tapping)', 'solucion': 'Ajustar holgura cada 40.000 km'}, {'causa': 'Sensor de velocidad de rueda sucio', 'falla': 'Error TCS/ABS', 'solucion': 'Limpiar o reemplazar sensor; verificar anillo inductor'}, {'causa': 'Pesos de manillar flojos', 'falla': 'Vibraciones en el manillar', 'solucion': 'Revisar y ajustar pesos de manillar'}, {'causa': 'Sellos de válvulas desgastados', 'falla': 'Consumo elevado de aceite', 'solucion': 'Revisión en taller si supera 500 ml/1.000 km'}]",2026-07-12T19:41:43.588962+00:00,yamaha,mt-09
yamaha-tracer9gt-2021,Yamaha,Tracer 9 GT,2021–presente,3.20 L (con filtro) — 2.80 L sin filtro,SAE 10W-40 JASO MA2,17 N·m — tapón vaciado: 43 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",,"[{'item': 'Aceite de motor', 'accion': 'Cambiar (1ª vez a 1.000 km, luego cada 10.000)', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '40.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '40.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Mangueras de combustible y frenos', 'accion': 'Reemplazar', 'intervalo': 'Cada 4 años'}]","[{'causa': 'Pesos de manillar flojos', 'falla': 'Vibración excesiva en el manillar', 'solucion': 'Apretar o reemplazar pesos de manillar'}, {'causa': 'Sensor TPS, lambda o inyector con depósito', 'falla': 'Luz de avería FI', 'solucion': 'Leer DTC; limpiar inyectores'}, {'causa': 'Diseño del escape cercano a la pierna', 'falla': 'Calor excesivo en pierna derecha', 'solucion': 'Instalar deflector térmico o escape aftermarket'}, {'causa': 'Cadena sin lubricar o tensión incorrecta', 'falla': 'Ruido de cadena', 'solucion': 'Lubricar cada 1.000 km y ajustar tensión'}]",2026-07-12T19:41:43.588962+00:00,yamaha,tracer 9 gt
yamaha-supertenere-1200,Yamaha,Super Ténéré 1200,2010-2020,3.40 L (con filtro) — 3.10 L sin filtro — cardán: 0.20 L SAE 80W-90,SAE 10W-40 JASO MA2,17 N·m — tapón vaciado: 43 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Aceite transmisión final (cardán)', 'accion': 'Cambiar — SAE 80W-90 API GL-5', 'intervalo': '20.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '40.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '40.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Sellos del diferencial trasero desgastados', 'falla': 'Pérdida de aceite por sellos de cardán', 'solucion': 'Reemplazar sellos; revisar nivel aceite del cardán regularmente'}, {'causa': 'Alternador débil o consumo parásito', 'falla': 'Batería con descarga rápida', 'solucion': 'Revisar carga del alternador; usar mantenedor de batería'}, {'causa': 'Desgaste de horquillas de cambio', 'falla': 'Ruido en 2ª o 3ª marcha', 'solucion': 'Revisión en taller especializado'}, {'causa': 'Radiadores insuficientes para uso urbano intenso', 'falla': 'Sobrecalentamiento en ciudad', 'solucion': 'Revisar nivel de refrigerante; evitar tráfico intenso prolongado'}]",2026-07-12T19:41:43.588962+00:00,yamaha,super tenere 1200
vstrom1050-2020,Suzuki,V-Strom 1050 / XT / DE,2020+,3.70 L (con filtro) — 3.30 L sin filtro — revisión completa: 4.40 L,SAE 10W-40 API SG/SH/SJ/SL/SM/SN con JASO MA,20 N·m — tapón vaciado: 23 N·m,6000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}","Standard | XT (radios tubeless) | DE 2023+ (21"" delantera, off-road)","[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '6.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '6.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '24.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Sensor de presión de aire o lambda descalibrado', 'falla': 'Luz de avería FI', 'solucion': 'Diagnóstico con SDS Suzuki; limpiar conector y releer DTC'}, {'causa': 'Frecuencia de resonancia del motor en V', 'falla': 'Vibración en espejos a ciertas RPM', 'solucion': 'Pesos de espejos aftermarket o ajuste de RPM de ralentí'}, {'causa': 'Manguera agrietada por calor', 'falla': 'Fuga de anticongelante manguera inferior', 'solucion': 'Inspeccionar mangueras; reemplazar cada 4 años'}, {'causa': 'Aceite espeso sin calentar', 'falla': 'Cambio duro en frío', 'solucion': 'Usar 10W-40 de calidad; calentar motor antes de circular'}]",2026-07-12T19:39:13.14661+00:00,suzuki,v-strom 1050 / xt / de
vstrom650-2007,Suzuki,V-Strom 650,2007–2014,2.70 L (con filtro) — 2.30 L sin filtro — revisión completa: 3.10 L,SAE 10W-40 API SF o SG,20 N·m — tapón vaciado: 21 N·m,6000,"{'delantera': 33, 'trasera_solo': 36, 'trasera_cargada': 41}",,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '6.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '6.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '24.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Platos de embrague desgastados o mal lubricados', 'falla': 'Ruido seco en el embrague', 'solucion': 'Revisar platos; remojar en aceite 10W-40 antes de instalar'}, {'causa': 'Sensor de rueda sucio o conector oxidado', 'falla': 'Luz ABS encendida sin causa', 'solucion': 'Limpiar sensor y conector; verificar anillo inductor'}, {'causa': 'Junta desgastada o tornillos flojos', 'falla': 'Fuga de aceite por junta de tapa de válvulas', 'solucion': 'Reemplazar junta; apretar a torque especificado'}, {'causa': 'TPS descalibrado o mariposa sucia', 'falla': 'Ralentí inestable en frío', 'solucion': 'Limpiar cuerpo de mariposa; ajustar TPS'}]",2026-07-12T19:39:13.14661+00:00,suzuki,v-strom 650
vstrom650abs-2014,Suzuki,V-Strom 650 ABS,2014–2018,2.70 L (con filtro) — 2.30 L sin filtro — revisión completa: 3.10 L,SAE 10W-40 API SF o SG,20 N·m — tapón vaciado: 21 N·m,6000,"{'delantera': 33, 'trasera_solo': 36, 'trasera_cargada': 41}",,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '6.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '6.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '24.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Platos de embrague desgastados o mal lubricados', 'falla': 'Ruido seco en el embrague', 'solucion': 'Revisar platos; remojar en aceite 10W-40 antes de instalar'}, {'causa': 'Sensor de rueda sucio o conector oxidado', 'falla': 'Luz ABS encendida sin causa', 'solucion': 'Limpiar sensor y conector; verificar anillo inductor'}, {'causa': 'Junta desgastada o tornillos flojos', 'falla': 'Fuga de aceite por junta de tapa de válvulas', 'solucion': 'Reemplazar junta; apretar a torque especificado'}, {'causa': 'TPS descalibrado o mariposa sucia', 'falla': 'Ralentí inestable en frío', 'solucion': 'Limpiar cuerpo de mariposa; ajustar TPS'}]",2026-07-12T19:39:13.14661+00:00,suzuki,v-strom 650 abs
vstrom650xt-2018,Suzuki,V-Strom 650 XT,2018+,2.70 L (con filtro) — 2.30 L sin filtro — revisión completa: 3.10 L,SAE 10W-40 API SF o SG,20 N·m — tapón vaciado: 21 N·m,6000,"{'delantera': 33, 'trasera_solo': 36, 'trasera_cargada': 41}",Standard (llantas aleación) | XT (radios tubeless 19/17),"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '6.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '6.000 km'}, {'item': 'Filtro de aire', 'accion': 'Limpiar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '12.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '24.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Platos de embrague desgastados o mal lubricados', 'falla': 'Ruido seco en el embrague', 'solucion': 'Revisar platos; remojar en aceite 10W-40 antes de instalar'}, {'causa': 'Sensor de rueda sucio o conector oxidado', 'falla': 'Luz ABS encendida sin causa', 'solucion': 'Limpiar sensor y conector; verificar anillo inductor'}, {'causa': 'Junta desgastada o tornillos flojos', 'falla': 'Fuga de aceite por junta de tapa de válvulas', 'solucion': 'Reemplazar junta; apretar a torque especificado'}, {'causa': 'TPS descalibrado o mariposa sucia', 'falla': 'Ralentí inestable en frío', 'solucion': 'Limpiar cuerpo de mariposa; ajustar TPS'}]",2026-07-12T19:39:13.14661+00:00,suzuki,v-strom 650 xt
bmw-r1250gs-2019,BMW,R 1250 GS,2019–presente,4.0 L (con filtro),SAE 10W-60 o 15W-50 (BMW Motorrad FS-04 — Shell Advance Ultra 4 o equiv. aprobado BMW),10 N·m — tapón vaciado: 25 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}","R 1250 GS Adventure, R 1250 GS Trophy","[{'item': 'Aceite de motor', 'accion': 'Cambiar (Servicio BMW)', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas (ShiftCam)', 'accion': 'Inspeccionar', 'intervalo': '20.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Aceite de cardán EVO', 'accion': 'Cambiar', 'intervalo': '40.000 km'}]","[{'causa': 'Ciclos térmicos en cabezas externas', 'falla': 'Pérdida de aceite por junta de culata (boxer)', 'solucion': 'Inspeccionar juntas; apretar pernos en secuencia correcta'}, {'causa': 'Sensor de velocidad con humedad o inclinación descalibrado', 'falla': 'Error ABS/DTC en frío', 'solucion': 'Limpiar sensores; diagnóstico con GS-911 o BMW diagnostics'}, {'causa': 'Aceite degradado o depósito en actuador', 'falla': 'Fallo del sistema ShiftCam', 'solucion': 'Cambiar aceite a tiempo; usar aceite BMW aprobado'}, {'causa': 'Lubricación insuficiente o desgaste de corona/piñón', 'falla': 'Ruido en cardán EVO', 'solucion': 'Verificar nivel aceite cardán; cambiar cada 40.000 km'}]",2026-07-12T19:42:58.089705+00:00,bmw,r 1250 gs
bmw-r1250gs-adventure,BMW,R 1250 GS Adventure,2019-2023,4.0 L (con filtro),SAE 10W-60 o 15W-50 (BMW Motorrad FS-04),10 N·m — tapón vaciado: 25 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",R 1250 GS Adventure / R 1250 GS Adventure Triple Black,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '20.000 km (antes en off-road)'}, {'item': 'Holgura de válvulas (ShiftCam)', 'accion': 'Inspeccionar', 'intervalo': '20.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Aceite de cardán EVO', 'accion': 'Cambiar', 'intervalo': '40.000 km'}, {'item': 'Filtro de combustible', 'accion': 'Cambiar', 'intervalo': '40.000 km'}]","[{'causa': 'Ciclos térmicos en cabezas externas', 'falla': 'Pérdida de aceite por junta de culata (boxer)', 'solucion': 'Inspeccionar juntas; apretar pernos en secuencia'}, {'causa': 'Sensor de velocidad o inclinación con humedad', 'falla': 'Error ABS/DTC en frío', 'solucion': 'Limpiar sensores; diagnóstico con GS-911'}, {'causa': 'Aceite degradado o depósito en actuador', 'falla': 'Fallo ShiftCam', 'solucion': 'Cambiar aceite a tiempo; aceite BMW aprobado'}, {'causa': 'Uso en tierra sin limpieza del filtro', 'falla': 'Filtro de aire obstruido (off-road)', 'solucion': 'Inspeccionar filtro cada 5.000 km en off-road'}]",2026-07-13T04:35:38.714548+00:00,bmw,r 1250 gs adventure
bmw-r1200gs-2014,BMW,R 1200 GS,2004-2018,4.0 L (con filtro),SAE 10W-60 o 15W-50 (BMW Motorrad FS-04),10 N·m — tapón vaciado: 25 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",R 1200 GS / R 1200 GS Adventure / R 1200 GS LC,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '20.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Aceite de cardán', 'accion': 'Cambiar', 'intervalo': '40.000 km'}]","[{'causa': 'Sobrecalentamiento o juntas de menor calidad', 'falla': 'Pérdida de aceite por junta de culata derecha', 'solucion': 'Reemplazar juntas de culata; verificar torque en culata derecha'}, {'causa': 'Holgura de válvulas ampliada', 'falla': 'Ruido de tick en frío (válvulas)', 'solucion': 'Ajustar holgura en servicio cada 20.000 km'}, {'causa': 'Sensor expuesto a barro y vibración', 'falla': 'Falla sensor ABS rueda trasera', 'solucion': 'Limpiar o reemplazar sensor; proteger con funda de goma'}, {'causa': 'Junta de neopreno envejecida', 'falla': 'Fuga de aceite por tapa de balancines', 'solucion': 'Reemplazar junta de tapa de balancines en taller'}]",2026-07-13T04:35:38.714548+00:00,bmw,r 1200 gs
bmw-f700gs,BMW,F 700 GS,2013-2017,3.0 L (con filtro),SAE 10W-60 o 15W-50 (BMW Motorrad FS-04),10 N·m — tapón vaciado: 25 N·m,10000,"{'delantera': 32, 'trasera_solo': 36, 'trasera_cargada': 42}",F 700 GS / F 700 GS Premium,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas', 'accion': 'Inspeccionar', 'intervalo': '10.000 km'}, {'item': 'Cadena de transmisión', 'accion': 'Lubricar y ajustar', 'intervalo': '1.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}]","[{'causa': 'Inyectores con depósito de combustible', 'falla': 'Ruido de inyectores a baja RPM', 'solucion': 'Aditivo limpia inyectores; si persiste ultrasonido o reemplazo'}, {'causa': 'Sellos de válvulas o pistones desgastados', 'falla': 'Consumo de aceite elevado', 'solucion': 'Revisión de compresión; reemplazo de sellos si >500 ml/1.000 km'}, {'causa': 'Sensor oxidado o conector suelto', 'falla': 'Error sensor de temperatura de refrigerante', 'solucion': 'Limpiar conector; reemplazar sensor'}, {'causa': 'Motor paralelo sin contrarrotación perfecta', 'falla': 'Vibración en ralentí', 'solucion': 'Sincronizar cuerpos de mariposa; ajustar ralentí'}]",2026-07-13T04:35:38.714548+00:00,bmw,f 700 gs
bmw-r1300gs-2024,BMW,R 1300 GS,2024-2025,4.0 L (con filtro),SAE 5W-40 o 0W-40 (BMW Longlife-04),10 N·m — tapón vaciado: 25 N·m,10000,"{'delantera': 36, 'trasera_solo': 42, 'trasera_cargada': 42}",R 1300 GS / R 1300 GS Adventure,"[{'item': 'Aceite de motor', 'accion': 'Cambiar', 'intervalo': '10.000 km o 1 año'}, {'item': 'Filtro de aceite', 'accion': 'Cambiar', 'intervalo': '10.000 km'}, {'item': 'Bujías', 'accion': 'Inspeccionar/Cambiar', 'intervalo': '20.000 km'}, {'item': 'Filtro de aire', 'accion': 'Cambiar', 'intervalo': '20.000 km'}, {'item': 'Holgura de válvulas (ShiftCam 2.0)', 'accion': 'Inspeccionar', 'intervalo': '20.000 km'}, {'item': 'Líquido refrigerante', 'accion': 'Cambiar', 'intervalo': 'Cada 3 años'}, {'item': 'Líquido de frenos', 'accion': 'Cambiar', 'intervalo': 'Cada 2 años'}, {'item': 'Aceite de cardán EVO', 'accion': 'Cambiar', 'intervalo': '40.000 km'}]","[{'causa': 'Batería baja durante actualización ECU', 'falla': 'Actualización OTA fallida', 'solucion': 'Mantener batería >12.5V o conectar cargador durante OTA'}, {'causa': 'Aceite degradado o baja presión en actuador', 'falla': 'Error ShiftCam 2.0 (luz de avería)', 'solucion': 'Cambiar aceite; verificar presión; usar aceite BMW aprobado'}, {'causa': 'Holgura normal vs. desgaste en cardán EVO', 'falla': 'Ruido de cardán en aceleración suave', 'solucion': 'Verificar nivel aceite del cardán; si persiste revisión en taller BMW'}, {'causa': 'Batería debilitada o sensor de inclinación', 'falla': 'Sistema ASA (stop/start) falla', 'solucion': 'Revisar batería (min. 80% CCA); calibrar sensor de inclinación'}]",2026-07-13T04:35:38.714548+00:00,bmw,r 1300 gs
